t,comparisons,pq,pc,f1_star,f1
0.05,0.6168062852650781,0.00046045632508684854,0.9915416903572257,0.0009204841027159709,0.0018085781803353650.1,0.6301562514227439,0.0004508147871537374,0.9931192563193753,0.000901220458980032,0.00185208700340406470.15,0.44793607289304915,0.0006838394250403958,0.9758261349406796,0.001366641300614042,0.00218860135579495570.2,0.23012225732921765,0.0012979101398446903,0.9434641424538913,0.0025919192002988546,0.0033000770458072070.25,0.13984244344687968,0.0019087049667666888,0.9182842710698897,0.0038093382723082283,0.0042573488246702280.3,0.1490299542597331,0.0018073287162124149,0.921900800135832,0.0036074321513729067,0.0041432090954719660.35,0.062267314982593205,0.003942152213643182,0.8575079058513912,0.007848029934282661,0.00665961705482036050.4,0.06453596544743208,0.003836494313288212,0.8603858479954157,0.007638732496254734,0.00658243638725341650.45,0.022668293526856852,0.009256379881166135,0.7208863043063014,0.01826681484909639,0.0108378975586657070.5,0.020885880006920227,0.009719349412169197,0.6931892947343845,0.01915822816895981,0.011574666996341350.55,0.012684046146981962,0.013607901815868514,0.5737164929855466,0.026542870859154365,0.01424183873965450.6,0.00717062910319332,0.017131852518676556,0.4218477407305219,0.03283016626868673,0.0137912995312291650.65,0.005284563949870853,0.02037906608242095,0.37736839498836233,0.03866837298494109,0.0175035662598104560.7,0.00451575110253165,0.02240058711344888,0.33020353587876994,0.04172248207434236,0.0153711986461049640.75,0.002578846568265907,0.03232447837110743,0.286118952112118,0.057864065972005,0.0182704276318026920.8,0.001332295299406014,0.03321214531646634,0.15330347857461213,0.0538953488372093,0.0107721742594601970.85,0.0010082890954839455,0.024180327405802192,0.08549072875324545,0.03769777057377162,0.0089315475104314940.9,0.0008972012541392363,0.017685438246757938,0.05504594944499862,0.026763764757806462,0.010424045220365850.95,0.0009012987564839181,0.014178479554823643,0.044773648576946753,0.021530010629658727,0.008025597590814981
